Iteration,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
126,WBGene00000597,WBGene00019477,WBGene00045418,WBGene00000940,WBGene00013297,WBGene00000716,WBGene00015391,WBGene00009977,WBGene00008859,WBGene00003825,0.904998903,0.537006738
127,WBGene00003893,WBGene00021628,WBGene00022277,WBGene00007549,WBGene00022854,WBGene00007698,WBGene00002348,WBGene00044638,WBGene00016934,WBGene00013895,0.900061498,0.528292313
128,WBGene00000597,WBGene00045418,WBGene00003589,WBGene00022508,WBGene00019813,WBGene00021551,WBGene00019607,WBGene00011331,WBGene00010041,WBGene00012395,0.899585667,0.600043524
129,WBGene00000597,WBGene00002497,WBGene00015660,WBGene00043060,WBGene00000500,WBGene00013672,WBGene00020884,WBGene00020189,WBGene00019298,WBGene00020771,0.893926144,0.495136556
130,WBGene00000597,WBGene00008720,WBGene00018249,WBGene00007941,WBGene00086551,WBGene00001838,WBGene00001428,WBGene00001161,WBGene00007847,WBGene00014176,0.886970213,0.585188066
131,WBGene00022245,WBGene00000670,WBGene00007617,WBGene00000715,WBGene00015136,WBGene00001511,WBGene00010325,WBGene00004248,WBGene00007971,WBGene00008555,0.905525293,0.544981849
132,WBGene00000609,WBGene00004014,WBGene00000716,WBGene00000984,WBGene00010064,WBGene00000467,WBGene00021856,WBGene00012950,WBGene00019246,WBGene00011331,0.891004944,0.642438116
133,WBGene00000609,WBGene00017986,WBGene00000716,WBGene00008856,WBGene00007026,WBGene00018638,WBGene00004014,WBGene00003068,WBGene00007847,WBGene00008844,0.928461894,0.561737892
134,WBGene00019540,WBGene00004014,WBGene00019611,WBGene00021247,WBGene00014020,WBGene00000870,WBGene00013742,WBGene00019711,WBGene00006814,WBGene00001157,0.90716546,0.508062856
135,WBGene00003893,WBGene00021628,WBGene00021564,WBGene00002129,WBGene00004243,WBGene00008035,WBGene00013462,WBGene00013349,WBGene00015250,WBGene00016073,0.915899077,0.567868088
136,WBGene00001155,WBGene00017852,WBGene00022508,WBGene00009475,WBGene00011979,WBGene00000872,WBGene00003620,WBGene00019724,WBGene00019665,WBGene00003581,0.884401204,0.484317748
137,WBGene00000609,WBGene00019799,WBGene00003387,WBGene00012978,WBGene00018522,WBGene00000670,WBGene00008008,WBGene00003902,WBGene00012652,WBGene00012251,0.886707885,0.708537281
138,WBGene00004014,WBGene00011059,WBGene00021863,WBGene00008666,WBGene00021247,WBGene00000533,WBGene00012274,WBGene00000005,WBGene00019725,WBGene00011122,0.910558901,0.492281524
139,WBGene00000609,WBGene00021048,WBGene00013531,WBGene00012802,WBGene00022087,WBGene00017934,WBGene00013325,WBGene00000257,WBGene00004969,WBGene00011985,0.910926719,0.424796585
140,WBGene00003893,WBGene00021628,WBGene00020510,WBGene00020230,WBGene00019365,WBGene00004085,WBGene00003371,WBGene00000443,WBGene00009803,WBGene00019011,0.90633544,0.537992832
141,WBGene00000609,WBGene00017698,WBGene00000716,WBGene00017874,WBGene00003589,WBGene00003619,WBGene00020200,WBGene00015648,WBGene00001157,WBGene00001208,0.912487063,0.618203872
142,WBGene00000673,WBGene00013893,WBGene00010833,WBGene00006944,WBGene00001325,WBGene00019250,WBGene00016524,WBGene00015580,WBGene00000170,WBGene00003238,0.865262295,0.517510074
143,WBGene00003893,WBGene00022854,WBGene00001833,WBGene00011573,WBGene00015817,WBGene00007145,WBGene00015425,WBGene00003929,WBGene00012356,WBGene00000994,0.892047376,0.485715572
144,WBGene00000609,WBGene00004014,WBGene00001157,WBGene00008666,WBGene00007846,WBGene00001225,WBGene00003410,WBGene00021867,WBGene00002044,WBGene00010259,0.884155587,0.602038648
145,WBGene00003893,WBGene00007964,WBGene00022854,WBGene00013878,WBGene00007848,WBGene00001262,WBGene00017703,WBGene00021419,WBGene00010130,WBGene00020022,0.900756934,0.645781003
146,WBGene00000597,WBGene00009215,WBGene00000670,WBGene00009952,WBGene00006961,WBGene00009711,WBGene00011923,WBGene00013006,WBGene00013792,WBGene00016524,0.927101027,0.482944976
147,WBGene00003893,WBGene00022854,WBGene00001833,WBGene00015817,WBGene00013103,WBGene00012950,WBGene00010080,WBGene00004044,WBGene00009443,WBGene00006836,0.902682776,0.532266012
148,WBGene00000609,WBGene00000716,WBGene00043060,WBGene00012030,WBGene00004823,WBGene00044493,WBGene00019979,WBGene00022056,WBGene00011732,WBGene00004377,0.925045019,0.518053738
149,WBGene00022245,WBGene00004739,WBGene00011579,WBGene00012452,WBGene00011737,WBGene00000670,WBGene00018578,WBGene00004927,WBGene00019365,WBGene00009277,0.902796542,0.425198779
150,WBGene00022245,WBGene00003902,WBGene00019611,WBGene00000533,WBGene00001470,WBGene00013361,WBGene00017177,WBGene00002036,WBGene00012804,WBGene00007564,0.924147608,0.569825747
151,WBGene00022245,WBGene00003902,WBGene00015819,WBGene00008515,WBGene00019611,WBGene00004699,WBGene00015642,WBGene00004380,WBGene00011258,WBGene00022858,0.908070515,0.629780796
152,WBGene00000752,WBGene00003238,WBGene00009559,WBGene00014697,WBGene00000793,WBGene00007142,WBGene00003055,WBGene00016824,WBGene00020149,WBGene00013983,0.910816968,0.526563013
153,WBGene00022245,WBGene00004739,WBGene00004094,WBGene00000984,WBGene00007679,WBGene00011788,WBGene00022057,WBGene00009993,WBGene00017578,WBGene00007592,0.912572727,0.420816724
154,WBGene00000609,WBGene00000716,WBGene00018146,WBGene00013284,WBGene00015899,WBGene00014697,WBGene00009082,WBGene00004986,WBGene00014027,WBGene00000092,0.921939655,0.610371199
155,WBGene00000609,WBGene00020710,WBGene00009246,WBGene00009469,WBGene00003093,WBGene00003185,WBGene00016452,WBGene00019158,WBGene00019724,WBGene00045433,0.889390189,0.643508179
156,WBGene00000752,WBGene00000670,WBGene00004243,WBGene00011392,WBGene00013141,WBGene00009347,WBGene00017487,WBGene00008393,WBGene00011247,WBGene00009595,0.916339747,0.552257417
157,WBGene00003893,WBGene00017119,WBGene00019611,WBGene00019241,WBGene00000982,WBGene00009648,WBGene00001240,WBGene00001089,WBGene00004888,WBGene00011216,0.912408996,0.511134904
158,WBGene00000609,WBGene00000670,WBGene00007824,WBGene00001165,WBGene00016965,WBGene00009475,WBGene00043060,WBGene00002997,WBGene00006988,WBGene00017427,0.924987622,0.561632188
159,WBGene00000609,WBGene00015145,WBGene00022508,WBGene00020135,WBGene00005003,WBGene00021063,WBGene00004506,WBGene00022191,WBGene00008107,WBGene00019427,0.914954319,0.550200873
160,WBGene00000673,WBGene00021443,WBGene00017344,WBGene00010666,WBGene00011924,WBGene00000147,WBGene00043060,WBGene00044924,WBGene00003035,WBGene00021922,0.880592547,0.515171704
161,WBGene00000609,WBGene00000716,WBGene00020369,WBGene00019365,WBGene00022499,WBGene00001193,WBGene00010308,WBGene00014108,WBGene00022166,WBGene00008447,0.908338698,0.578404183
162,WBGene00000609,WBGene00003589,WBGene00007941,WBGene00004178,WBGene00011331,WBGene00013980,WBGene00015167,WBGene00012854,WBGene00043060,WBGene00002062,0.912057016,0.581683004
163,WBGene00003893,WBGene00008224,WBGene00022150,WBGene00000781,WBGene00019683,WBGene00006958,WBGene00006824,WBGene00010924,WBGene00011509,WBGene00016983,0.883952212,0.574091723
164,WBGene00003893,WBGene00007941,WBGene00008720,WBGene00022279,WBGene00044493,WBGene00013325,WBGene00004090,WBGene00021945,WBGene00022854,WBGene00003898,0.883095141,0.572166784
165,WBGene00003893,WBGene00012911,WBGene00020029,WBGene00001558,WBGene00004188,WBGene00001815,WBGene00015357,WBGene00004061,WBGene00001774,WBGene00004195,0.907720005,0.45869914
166,WBGene00000609,WBGene00000716,WBGene00015064,WBGene00019624,WBGene00043060,WBGene00010690,WBGene00016960,WBGene00000294,WBGene00003651,WBGene00045291,0.920869171,0.532390073
167,WBGene00000609,WBGene00000670,WBGene00012592,WBGene00001157,WBGene00006603,WBGene00009082,WBGene00019030,WBGene00003253,WBGene00019365,WBGene00002132,0.913659495,0.570887232
168,WBGene00000609,WBGene00000716,WBGene00016097,WBGene00013481,WBGene00017589,WBGene00004130,WBGene00004986,WBGene00015744,WBGene00017974,WBGene00015301,0.939952609,0.568833927
169,WBGene00000673,WBGene00019380,WBGene00017041,WBGene00008666,WBGene00021247,WBGene00016767,WBGene00006958,WBGene00008123,WBGene00003065,WBGene00001089,0.89493548,0.589908575
170,WBGene00003893,WBGene00004014,WBGene00007529,WBGene00010790,WBGene00003072,WBGene00001638,WBGene00006958,WBGene00008094,WBGene00013792,WBGene00011924,0.902642298,0.459386818
171,WBGene00003893,WBGene00013549,WBGene00003093,WBGene00019683,WBGene00002255,WBGene00015899,WBGene00003038,WBGene00007386,WBGene00012660,WBGene00010204,0.900211368,0.521833763
172,WBGene00003893,WBGene00009787,WBGene00000752,WBGene00000670,WBGene00021945,WBGene00022117,WBGene00008174,WBGene00022515,WBGene00023419,WBGene00013692,0.924726748,0.512668816
173,WBGene00013297,WBGene00006863,WBGene00021628,WBGene00007824,WBGene00044746,WBGene00003907,WBGene00007504,WBGene00015529,WBGene00020950,WBGene00010353,0.895643391,0.519722052
174,WBGene00000609,WBGene00017698,WBGene00015819,WBGene00001602,WBGene00019373,WBGene00009172,WBGene00018488,WBGene00000271,WBGene00008666,WBGene00020884,0.886018448,0.620674303
175,WBGene00000673,WBGene00017749,WBGene00002129,WBGene00019477,WBGene00021443,WBGene00021063,WBGene00004348,WBGene00014139,WBGene00016412,WBGene00017280,0.872843047,0.595991822
176,WBGene00000752,WBGene00002996,WBGene00008666,WBGene00014020,WBGene00013284,WBGene00007193,WBGene00012999,WBGene00019987,WBGene00009944,WBGene00008825,0.870766575,0.62980804
177,WBGene00022245,WBGene00004739,WBGene00012452,WBGene00017717,WBGene00010922,WBGene00009082,WBGene00010709,WBGene00017688,WBGene00002230,WBGene00006385,0.909763427,0.524122311
178,WBGene00022245,WBGene00000767,WBGene00020625,WBGene00022852,WBGene00044251,WBGene00012212,WBGene00004056,WBGene00016034,WBGene00018518,WBGene00000671,0.880305854,0.615679802
179,WBGene00003893,WBGene00000670,WBGene00000713,WBGene00021155,WBGene00010198,WBGene00011224,WBGene00017002,WBGene00020182,WBGene00018637,WBGene00001324,0.902677859,0.51326042
180,WBGene00000609,WBGene00004800,WBGene00000716,WBGene00018341,WBGene00003773,WBGene00013737,WBGene00013111,WBGene00007400,WBGene00015789,WBGene00017426,0.921111766,0.556055871
181,WBGene00003893,WBGene00001744,WBGene00021046,WBGene00015472,WBGene00013694,WBGene00017712,WBGene00044305,WBGene00000732,WBGene00010433,WBGene00015507,0.89469717,0.478737875
182,WBGene00003893,WBGene00009246,WBGene00015450,WBGene00008720,WBGene00004126,WBGene00008666,WBGene00022281,WBGene00012950,WBGene00004297,WBGene00021735,0.879771383,0.609864726
183,WBGene00022245,WBGene00021628,WBGene00007352,WBGene00008139,WBGene00003408,WBGene00019778,WBGene00017142,WBGene00013862,WBGene00020027,WBGene00000670,0.90203665,0.537308999
184,WBGene00000609,WBGene00000670,WBGene00012592,WBGene00004769,WBGene00016294,WBGene00018342,WBGene00012701,WBGene00012435,WBGene00001752,WBGene00018146,0.904094988,0.572999885
185,WBGene00000609,WBGene00000716,WBGene00044204,WBGene00018024,WBGene00004986,WBGene00016004,WBGene00004699,WBGene00001358,WBGene00020604,WBGene00003055,0.922828373,0.575403679
186,WBGene00000609,WBGene00017852,WBGene00016294,WBGene00018342,WBGene00018037,WBGene00008139,WBGene00004386,WBGene00001262,WBGene00011330,WBGene00004773,0.898267752,0.58788262
187,WBGene00001155,WBGene00017852,WBGene00019813,WBGene00000499,WBGene00003412,WBGene00012212,WBGene00003731,WBGene00007549,WBGene00016701,WBGene00018964,0.831133782,0.482146071
188,WBGene00000609,WBGene00020273,WBGene00000993,WBGene00016321,WBGene00007277,WBGene00021785,WBGene00003510,WBGene00003010,WBGene00009404,WBGene00002033,0.892014607,0.565379295
189,WBGene00000609,WBGene00000670,WBGene00022683,WBGene00001591,WBGene00008666,WBGene00019332,WBGene00020392,WBGene00020786,WBGene00008720,WBGene00022508,0.888737927,0.67733421
190,WBGene00003893,WBGene00017071,WBGene00022854,WBGene00022014,WBGene00019599,WBGene00006836,WBGene00002264,WBGene00003130,WBGene00020392,WBGene00019895,0.911635163,0.557062911
191,WBGene00003893,WBGene00004014,WBGene00020950,WBGene00004056,WBGene00021808,WBGene00018334,WBGene00021443,WBGene00015188,WBGene00086566,WBGene00009112,0.903023607,0.571761848
192,WBGene00000609,WBGene00004014,WBGene00004243,WBGene00000716,WBGene00009013,WBGene00020149,WBGene00017169,WBGene00014000,WBGene00000229,WBGene00017077,0.912718503,0.634998007
193,WBGene00000597,WBGene00015853,WBGene00015497,WBGene00022508,WBGene00001936,WBGene00000175,WBGene00015850,WBGene00015819,WBGene00000959,WBGene00007405,0.883778453,0.566720067
194,WBGene00003893,WBGene00008720,WBGene00003851,WBGene00003093,WBGene00000793,WBGene00007277,WBGene00013241,WBGene00009820,WBGene00015357,WBGene00014114,0.898167044,0.544890236
195,WBGene00003893,WBGene00011979,WBGene00002996,WBGene00017659,WBGene00022150,WBGene00021365,WBGene00016575,WBGene00021808,WBGene00020884,WBGene00021123,0.874730078,0.51600122
196,WBGene00022245,WBGene00022508,WBGene00009246,WBGene00022683,WBGene00001564,WBGene00020710,WBGene00006066,WBGene00021607,WBGene00015850,WBGene00016657,0.901697432,0.564828445
197,WBGene00003893,WBGene00009082,WBGene00008720,WBGene00044493,WBGene00019332,WBGene00022508,WBGene00008666,WBGene00007064,WBGene00016964,WBGene00013181,0.904889021,0.557659213
198,WBGene00000609,WBGene00004014,WBGene00000716,WBGene00007824,WBGene00017472,WBGene00020500,WBGene00008959,WBGene00006863,WBGene00004981,WBGene00015819,0.910607013,0.595730264
199,WBGene00000609,WBGene00016458,WBGene00000670,WBGene00013284,WBGene00003638,WBGene00010781,WBGene00007942,WBGene00006596,WBGene00022850,WBGene00044325,0.896510102,0.570357174
200,WBGene00000609,WBGene00013878,WBGene00008971,WBGene00019373,WBGene00003519,WBGene00009440,WBGene00000716,WBGene00001157,WBGene00010354,WBGene00020812,0.915205987,0.588977477
201,WBGene00000609,WBGene00019060,WBGene00008621,WBGene00009246,WBGene00010066,WBGene00011830,WBGene00044296,WBGene00010953,WBGene00007168,WBGene00009329,0.914082527,0.485090768
202,WBGene00003893,WBGene00021628,WBGene00021564,WBGene00013529,WBGene00016629,WBGene00001713,WBGene00001184,WBGene00013202,WBGene00017089,WBGene00016590,0.88056206,0.600567548
203,WBGene00003893,WBGene00022854,WBGene00016074,WBGene00004061,WBGene00013553,WBGene00019294,WBGene00022259,WBGene00013514,WBGene00013880,WBGene00001175,0.911432834,0.505320035
204,WBGene00003893,WBGene00004014,WBGene00007628,WBGene00021975,WBGene00003797,WBGene00006377,WBGene00021649,WBGene00008857,WBGene00006584,WBGene00007193,0.911668581,0.581945544
205,WBGene00000609,WBGene00000670,WBGene00007824,WBGene00012909,WBGene00010560,WBGene00016902,WBGene00000716,WBGene00011258,WBGene00022737,WBGene00008805,0.921893265,0.525302807
206,WBGene00000597,WBGene00010953,WBGene00014697,WBGene00022390,WBGene00015680,WBGene00012802,WBGene00018974,WBGene00022260,WBGene00022505,WBGene00012651,0.908532994,0.493203852
207,WBGene00000609,WBGene00006602,WBGene00019611,WBGene00008666,WBGene00011331,WBGene00015161,WBGene00007917,WBGene00009163,WBGene00021647,WBGene00006918,0.923170409,0.508583459
208,WBGene00022245,WBGene00003902,WBGene00044345,WBGene00004173,WBGene00000670,WBGene00004986,WBGene00001196,WBGene00006568,WBGene00015779,WBGene00009946,0.907938117,0.637897434
209,WBGene00000609,WBGene00004014,WBGene00017344,WBGene00022173,WBGene00015899,WBGene00000716,WBGene00015497,WBGene00008283,WBGene00008094,WBGene00003989,0.92673289,0.61612518
210,WBGene00003893,WBGene00000670,WBGene00000609,WBGene00021073,WBGene00043060,WBGene00007764,WBGene00011270,WBGene00008832,WBGene00044290,WBGene00021482,0.931078585,0.448811756
211,WBGene00003893,WBGene00000962,WBGene00021334,WBGene00015434,WBGene00017659,WBGene00013210,WBGene00000040,WBGene00013204,WBGene00018908,WBGene00008094,0.912183795,0.492417689
212,WBGene00022245,WBGene00016084,WBGene00017659,WBGene00022508,WBGene00000981,WBGene00000929,WBGene00007254,WBGene00022107,WBGene00012212,WBGene00014965,0.902346127,0.523848601
213,WBGene00003893,WBGene00002996,WBGene00005006,WBGene00010953,WBGene00016745,WBGene00022457,WBGene00018238,WBGene00014243,WBGene00000237,WBGene00011252,0.894211964,0.51606055
214,WBGene00003893,WBGene00021628,WBGene00018146,WBGene00000993,WBGene00020625,WBGene00016630,WBGene00011283,WBGene00013969,WBGene00011969,WBGene00013140,0.916243609,0.5724929
215,WBGene00000609,WBGene00019477,WBGene00012592,WBGene00001636,WBGene00019509,WBGene00013151,WBGene00016874,WBGene00006601,WBGene00019164,WBGene00009246,0.892257466,0.582314002
216,WBGene00000609,WBGene00001157,WBGene00000716,WBGene00022185,WBGene00016906,WBGene00010685,WBGene00017015,WBGene00015752,WBGene00021510,WBGene00017304,0.919610316,0.512170091
217,WBGene00001155,WBGene00008666,WBGene00009246,WBGene00000793,WBGene00022499,WBGene00017023,WBGene00000752,WBGene00015759,WBGene00018131,WBGene00007237,0.880136415,0.565496872
218,WBGene00000609,WBGene00000716,WBGene00018146,WBGene00017659,WBGene00021146,WBGene00010989,WBGene00007282,WBGene00004370,WBGene00009048,WBGene00015899,0.897754259,0.631721849
219,WBGene00000609,WBGene00006771,WBGene00043060,WBGene00005020,WBGene00015650,WBGene00020649,WBGene00000418,WBGene00017344,WBGene00016427,WBGene00020301,0.907280099,0.548396576
220,WBGene00003893,WBGene00017852,WBGene00018657,WBGene00006754,WBGene00015357,WBGene00010583,WBGene00019781,WBGene00014012,WBGene00018184,WBGene00000217,0.908576336,0.587675806
221,WBGene00003893,WBGene00004014,WBGene00013006,WBGene00003902,WBGene00021743,WBGene00007756,WBGene00007941,WBGene00020264,WBGene00013593,WBGene00003797,0.899473035,0.588668831
222,WBGene00000609,WBGene00004014,WBGene00017698,WBGene00004749,WBGene00016294,WBGene00007277,WBGene00004729,WBGene00008298,WBGene00021378,WBGene00018599,0.919781295,0.562685797
223,WBGene00000609,WBGene00010066,WBGene00019813,WBGene00008745,WBGene00011742,WBGene00002048,WBGene00011771,WBGene00013514,WBGene00008586,WBGene00012139,0.914712264,0.530012104
224,WBGene00000752,WBGene00001155,WBGene00009246,WBGene00019611,WBGene00007565,WBGene00000170,WBGene00003392,WBGene00018682,WBGene00011522,WBGene00000092,0.890486065,0.556334614
225,WBGene00000609,WBGene00001157,WBGene00012825,WBGene00007941,WBGene00000993,WBGene00185002,WBGene00011221,WBGene00000566,WBGene00002143,WBGene00009476,0.917626058,0.582744213
226,WBGene00022245,WBGene00008666,WBGene00022475,WBGene00022854,WBGene00020530,WBGene00086569,WBGene00022471,WBGene00004241,WBGene00022124,WBGene00009617,0.908546548,0.520358041
227,WBGene00022245,WBGene00000670,WBGene00003902,WBGene00000151,WBGene00018259,WBGene00019611,WBGene00004807,WBGene00012802,WBGene00006769,WBGene00000136,0.895985402,0.644795821
228,WBGene00000609,WBGene00019477,WBGene00000147,WBGene00018037,WBGene00021247,WBGene00019842,WBGene00022802,WBGene00009945,WBGene00007565,WBGene00018293,0.896509583,0.570659299
229,WBGene00000609,WBGene00000716,WBGene00017659,WBGene00018146,WBGene00000371,WBGene00009713,WBGene00013231,WBGene00012167,WBGene00006738,WBGene00020504,0.94794905,0.520854429
230,WBGene00003893,WBGene00010657,WBGene00020149,WBGene00001602,WBGene00008393,WBGene00021561,WBGene00020507,WBGene00020869,WBGene00016073,WBGene00206389,0.897271116,0.534930841
231,WBGene00000609,WBGene00000716,WBGene00016103,WBGene00004801,WBGene00007348,WBGene00013529,WBGene00020258,WBGene00006753,WBGene00021392,WBGene00009323,0.910072224,0.565854478
232,WBGene00001155,WBGene00017852,WBGene00015410,WBGene00015777,WBGene00012395,WBGene00017426,WBGene00021205,WBGene00012950,WBGene00004062,WBGene00007216,0.909144469,0.441051291
233,WBGene00003893,WBGene00022854,WBGene00000502,WBGene00020346,WBGene00018342,WBGene00018974,WBGene00016294,WBGene00001148,WBGene00022554,WBGene00006789,0.905650745,0.514750036
234,WBGene00022245,WBGene00003902,WBGene00008951,WBGene00020633,WBGene00002129,WBGene00009820,WBGene00011203,WBGene00000265,WBGene00018778,WBGene00013297,0.895937249,0.590006154
235,WBGene00000752,WBGene00019611,WBGene00009246,WBGene00004969,WBGene00004699,WBGene00012723,WBGene00013672,WBGene00021943,WBGene00002134,WBGene00008688,0.91441866,0.549375428
236,WBGene00003893,WBGene00017852,WBGene00011411,WBGene00018963,WBGene00017970,WBGene00019813,WBGene00011979,WBGene00016535,WBGene00021359,WBGene00022508,0.906363634,0.571525188
237,WBGene00000609,WBGene00020297,WBGene00008669,WBGene00008239,WBGene00017640,WBGene00007606,WBGene00005023,WBGene00013792,WBGene00003844,WBGene00020797,0.888559731,0.536882886
238,WBGene00003893,WBGene00019373,WBGene00023421,WBGene00021709,WBGene00003749,WBGene00017163,WBGene00003576,WBGene00015561,WBGene00017344,WBGene00021282,0.881261061,0.534627202
239,WBGene00000609,WBGene00020710,WBGene00015819,WBGene00016390,WBGene00018214,WBGene00001481,WBGene00019611,WBGene00302995,WBGene00013694,WBGene00013431,0.893878707,0.592802796
240,WBGene00000673,WBGene00004014,WBGene00020307,WBGene00019813,WBGene00017426,WBGene00011087,WBGene00006593,WBGene00001572,WBGene00022152,WBGene00012700,0.906988823,0.49924829
241,WBGene00003893,WBGene00017303,WBGene00007941,WBGene00019509,WBGene00021564,WBGene00002033,WBGene00010700,WBGene00044072,WBGene00018682,WBGene00009106,0.881085326,0.479490467
242,WBGene00000609,WBGene00009943,WBGene00000670,WBGene00011435,WBGene00077453,WBGene00003593,WBGene00044072,WBGene00019683,WBGene00008062,WBGene00010772,0.899738877,0.583259887
243,WBGene00022245,WBGene00011526,WBGene00004986,WBGene00021595,WBGene00021867,WBGene00006369,WBGene00009823,WBGene00007942,WBGene00010844,WBGene00016934,0.888461105,0.556240998
244,WBGene00000609,WBGene00001157,WBGene00009361,WBGene00007941,WBGene00006383,WBGene00003619,WBGene00007649,WBGene00021247,WBGene00004381,WBGene00008748,0.902821377,0.651016252
245,WBGene00003893,WBGene00004993,WBGene00022854,WBGene00001585,WBGene00007517,WBGene00015167,WBGene00018611,WBGene00006660,WBGene00003014,WBGene00007228,0.916204381,0.510404769
246,WBGene00022245,WBGene00014036,WBGene00007941,WBGene00006062,WBGene00017344,WBGene00007100,WBGene00002213,WBGene00000715,WBGene00018668,WBGene00000768,0.89698404,0.642601343
247,WBGene00000609,WBGene00000670,WBGene00005020,WBGene00007824,WBGene00021051,WBGene00000170,WBGene00009735,WBGene00003728,WBGene00000549,WBGene00003390,0.922465619,0.574225474
248,WBGene00000609,WBGene00007780,WBGene00043060,WBGene00009082,WBGene00001157,WBGene00011289,WBGene00013039,WBGene00008666,WBGene00003055,WBGene00012900,0.905361695,0.676326877
249,WBGene00000609,WBGene00000670,WBGene00001157,WBGene00006561,WBGene00011985,WBGene00000793,WBGene00008720,WBGene00022505,WBGene00009898,WBGene00019489,0.889605183,0.694604255
